date,scientific_name,address,city,state,quality_grade
2021-04-21,Magicicada cassinii,N Quincy St,Arlington,VA,research
2021-04-21,Magicicada cassinii,Potomac River,Fort Washington,MD,research
2021-04-21,Magicicada septendecim,Fannie Dorsey Rd,Sykesville,MD,research
2021-04-21,Magicicada,N Kensington St,Arlington,VA,research
2021-04-21,Magicicada septendecim,Farmleigh Dr,Indianapolis,IN,research
2021-04-21,Magicicada septendecula,Rock Creek Regional Park,Derwood,MD,research
2021-04-21,Magicicada septendecim,Hall Shop Rd,Fulton,MD,research
2021-04-21,Magicicada septendecim,Headgates Rd,Hamilton,OH,research
2021-04-21,Magicicada cassinii,Headgates Rd,Hamilton,OH,research
2021-04-21,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecim,Berkley Rd,Haverford,PA,research
2021-04-21,Magicicada septendecim,Berkley Rd,Haverford,PA,research
2021-04-21,Magicicada septendecim,Booth Ln,Haverford,PA,research
2021-04-21,Magicicada septendecim,Berkley Rd,Haverford,PA,research
2021-04-21,Magicicada cassinii,Berkley Rd,Haverford,PA,research
2021-04-21,Magicicada septendecim,Booth Ln,Haverford,PA,research
2021-04-21,Magicicada septendecim,Booth Ln,Haverford,PA,research
2021-04-21,Magicicada cassinii,Berkley Rd,Haverford,PA,research
2021-04-21,Magicicada septendecim,Berkley Rd,Haverford,PA,research
2021-04-21,Magicicada septendecim,Berkley Rd,Haverford,PA,research
2021-04-21,Magicicada septendecim,Elsinoor Dr,Lincolnshire,IL,research
2021-04-21,Magicicada septendecula,Waterford Rd,Louisville,KY,research
2021-04-21,Magicicada cassinii,Wheaton Regional Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Loyola Blakefield,Towson,MD,research
2021-04-21,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-21,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,– Snow Point Dr,Bethesda,MD,research
2021-04-21,Magicicada septendecim,Robert L Melson Ln,Newark,DE,research
2021-04-21,Magicicada septendecim,Robert L Melson Ln,Newark,DE,research
2021-04-21,Magicicada cassinii,Harrison Ln,Princeton,NJ,research
2021-04-21,Magicicada septendecim,Dumbarton Oaks Park,Washington,DC,research
2021-04-21,Magicicada cassinii,Red Branch Rd,Columbia,MD,research
2021-04-21,Magicicada cassinii,Elk Forest Rd,North East,MD,research
2021-04-21,Magicicada,Robert L Melson Ln,Newark,DE,research
2021-04-21,Magicicada septendecim,W Whiteland Rd,Bargersville,IN,research
2021-04-21,Magicicada septendecim,Sugarbush Ln,North Bethesda,MD,research
2021-04-21,Magicicada cassinii,Belknap,Louisville,KY,research
2021-04-21,Magicicada cassinii,Georgetown University,Washington,DC,research
2021-04-21,Magicicada septendecim,Barton Oaks Rd,Pikesville,MD,research
2021-04-21,Magicicada septendecim,Hueston Woods State Park,Oxford,OH,research
2021-04-21,Magicicada septendecim,Belknap,Louisville,KY,research
2021-04-21,Magicicada septendecim,Barton Oaks Rd,Pikesville,MD,research
2021-04-21,Magicicada septendecim,Cape St John Rd,Annapolis,MD,research
2021-04-21,Magicicada septendecim,Norrisville Rd,White Hall,MD,research
2021-04-21,Magicicada cassinii,Fowler Ave,Madeira,OH,research
2021-04-21,Magicicada cassinii,Nairn Rd,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Town Center,Columbia,MD,research
2021-04-21,Magicicada septendecim,Snug Harbor Rd,Shady Side,MD,research
2021-04-21,Magicicada,Snug Harbor Rd,Shady Side,MD,research
2021-04-21,Magicicada cassinii,Missouri Botanical Garden,St. Louis,MO,research
2021-04-21,Magicicada septendecim,New Ascot Dr,Great Falls,VA,research
2021-04-21,Magicicada septendecula,Cherrywood Local Park,Olney,MD,research
2021-04-21,Magicicada septendecim,Franwall Ave,Silver Spring,MD,research
2021-04-21,Magicicada septendecula,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada septendecim,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada septendecim,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada septendecim,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-21,Magicicada septendecula,Savin Hill Dr,Ashburn,VA,research
2021-04-21,Magicicada septendecim,Great Falls Park,Great Falls,VA,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada cassinii,Swinburne Ave,Crofton,MD,research
2021-04-21,Magicicada septendecim,Great Falls Park,Great Falls,VA,research
2021-04-21,Magicicada septendecim,Wisconsin Ave NW,Washington,DC,research
2021-04-21,Magicicada septendecim,Country Oaks Sta,West Chester,OH,research
2021-04-21,Magicicada septendecim,Great Falls Park,Great Falls,VA,needs_id
2021-04-21,Magicicada cassinii,Providence Rd,Towson,MD,research
2021-04-21,Magicicada septendecim,Timber Trail Rd,Towson,MD,research
2021-04-21,Magicicada septendecim,Forest Dr. and Thom Dr.,Annapolis,MD,research
2021-04-21,Magicicada,Grace Church Ln,Lorton,VA,research
2021-04-21,Magicicada septendecim,Floral Ave,Norwood,OH,research
2021-04-21,Magicicada septendecim,Tuckerman St,Riverdale,MD,research
2021-04-21,Magicicada septendecim,Golden Meadow Cir,Ashburn,VA,research
2021-04-21,Magicicada cassinii,Franwall Ave,Silver Spring,MD,needs_id
2021-04-21,Magicicada cassinii,Audubon Pkwy,Louisville,KY,research
2021-04-21,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-21,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-21,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,needs_id
2021-04-21,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-21,Magicicada septendecim,Jones Mill Rd,Chevy Chase,MD,research
2021-04-21,Magicicada cassinii,Lake Kittamaqundi,Columbia,MD,research
2021-04-21,Magicicada,Cherokee-Seneca,Louisville,KY,research
2021-04-21,Magicicada cassinii,Cedar Island,Bethesda,MD,research
2021-04-21,Magicicada septendecim,Cedar Island,Bethesda,MD,research
2021-04-21,Magicicada cassinii,Robinson Nature Center,Columbia,MD,research
2021-04-21,Magicicada septendecim,Laura Belle Ln,Fairfax,VA,research
2021-04-21,Magicicada,Waterford Rd,Louisville,KY,research
2021-04-21,Magicicada septendecim,Oxbow Lake,Russett,MD,research
2021-04-21,Magicicada septendecim,Heathfield Rd,Rockville,MD,research
2021-04-21,Magicicada cassinii,Washington County,Chesapeake and Ohio Canal National Historical Park,MD,research
2021-04-21,Magicicada septendecim,N Montgomery St,Spencer,IN,research
2021-04-21,Magicicada septendecula,Dyson Rd,Brandywine,MD,research
2021-04-21,Magicicada septendecim,The Mary Ray Oaken Lodge,Burkesville,KY,research
2021-04-21,Magicicada cassinii,Raven Run Nature Sanctuary,Lexington,KY,research
2021-04-21,Magicicada septendecim,Miller Dr SE,Leesburg,VA,research
2021-04-21,Magicicada cassinii,N Montgomery St,Spencer,IN,research
2021-04-21,Magicicada septendecim,I St SW,Washington,DC,research
2021-04-21,Magicicada septendecula,Walker Ln,Alexandria,VA,research
2021-04-21,Magicicada cassinii,Miller Dr SE,Leesburg,VA,research
2021-04-21,Magicicada cassinii,Miller Dr SE,Leesburg,VA,research
2021-04-21,Magicicada cassinii,Elk Lick Falls Rd,Lexington,KY,research
2021-04-21,Magicicada cassinii,Elk Lick Falls Rd,Lexington,KY,research
2021-04-21,Magicicada septendecim,Shawnee Lookout,North Bend,OH,research
2021-04-21,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-21,Magicicada septendecim,Prettyboy Dam Rd,Parkton,MD,research
2021-04-21,Magicicada cassinii,Elk Lick Falls Rd,Lexington,KY,research
2021-04-21,Magicicada,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-21,Magicicada septendecim,Baltimore Rd & Avery Rd,Rockville,MD,research
2021-04-21,Magicicada septendecim,Tantallon Ct,Newark,DE,research
2021-04-21,Magicicada septendecim,Germantown MetroPark,Germantown,OH,research
2021-04-21,Magicicada septendecim,Baltimore Rd & Avery Rd,Rockville,MD,research
2021-04-21,Magicicada cassinii,Renolda Woods Ct,Kettering,OH,research
2021-04-21,Magicicada septendecim,Carroll Ave & Garland Ave,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Harley Rd,Lorton,VA,research
2021-04-21,Magicicada septendecim,Overton Ln,Cincinnati,OH,research
2021-04-21,Magicicada septendecim,Hidden Valley Rd,Vienna,VA,research
2021-04-21,Magicicada septendecim,Cedar Island,Bethesda,MD,research
2021-04-21,Magicicada cassinii,Cherry Hill Rd,Princeton,NJ,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecula,Memorial Pkwy,Fort Thomas,KY,research
2021-04-21,Magicicada septendecim,S Olcott Blvd,Bloomington,IN,research
2021-04-21,Magicicada septendecim,Redfield Rd,Bel Air,MD,research
2021-04-21,Magicicada septendecim,Drakewood Dr,Cincinnati,OH,research
2021-04-21,Magicicada,Memorial Pkwy,Fort Thomas,KY,casual
2021-04-21,Magicicada septendecim,Woodside Pl,Fort Thomas,KY,research
2021-04-21,Magicicada septendecim,Mayfield Ave,Fort Thomas,KY,research
2021-04-21,Magicicada septendecim,Rippling Tides Terr,Clarksville,MD,research
2021-04-21,Magicicada septendecim,Grace Church Ln,Lorton,VA,research
2021-04-21,Magicicada cassinii,Long Reach,Columbia,MD,research
2021-04-21,Magicicada septendecim,Audubon,Louisville,KY,research
2021-04-21,Magicicada,Sandcliff Dr,Cincinnati,OH,research
2021-04-21,Magicicada septendecim,E North Broadway St,Columbus,OH,research
2021-04-21,Magicicada septendecim,Bridlepath Ln,Loveland,OH,research
2021-04-21,Magicicada septendecim,E Williamsburg Ln,Nineveh,IN,research
2021-04-21,Magicicada septendecim,Paper Mill Rd,Phoenix,MD,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecim,Hunters Trace,Burlington,KY,research
2021-04-21,Magicicada septendecim,Fairfield Ave,Cincinnati,OH,research
2021-04-21,Magicicada septendecim,High St,Harrisburg,OH,research
2021-04-21,Magicicada septendecim,Cumberland Hwy,Orrstown,PA,research
2021-04-21,Magicicada septendecim,Birch Hill Dr,Cincinnati,OH,research
2021-04-21,Magicicada septendecim,Birch Hill Dr,Cincinnati,OH,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada,Birch Hill Dr,Cincinnati,OH,research
2021-04-21,Magicicada,Birch Hill Dr,Cincinnati,OH,research
2021-04-21,Magicicada septendecula,Birch Hill Dr,Cincinnati,OH,research
2021-04-21,Magicicada septendecim,Birch Hill Dr,Cincinnati,OH,research
2021-04-21,Magicicada septendecula,CRAIN HWY & CRAIN CT nb,Glen Burnie,MD,research
2021-04-21,Magicicada septendecim,Peffer Park,Oxford,OH,research
2021-04-21,Magicicada septendecula,Peffer Park,Oxford,OH,research
2021-04-21,Magicicada septendecim,Silver Creek Rd,Hellertown,PA,research
2021-04-21,Magicicada,Westmoreland St,Falls Church,VA,research
2021-04-21,Magicicada,Westmoreland St,Falls Church,VA,research
2021-04-21,Magicicada cassinii,Hunters Trace,Burlington,KY,research
2021-04-21,Magicicada septendecim,Westmoreland St,Falls Church,VA,needs_id
2021-04-21,Magicicada,Rock Hall Farm Ln,Berryville,VA,research
2021-04-22,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-22,Magicicada septendecim,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-22,Magicicada,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-22,Magicicada septendecim,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-22,Magicicada septendecim,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-22,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-22,Magicicada septendecim,Charles C Deam Wilderness,Nashville,IN,research
2021-04-22,Magicicada septendecim,Dunwald Ln,Hopewell,NJ,research
2021-04-22,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-22,Magicicada,Scottish Hills,Cary,NC,research
2021-04-22,Magicicada septendecim,Bowers Rd,Kearneysville,WV,research
2021-04-22,Magicicada septendecim,Charlestown State Park,Charlestown,IN,needs_id
2021-04-22,Magicicada septendecim,State Rd,Somerville,OH,research
2021-04-22,Magicicada septendecim,Davis Mill Rd,Germantown,MD,research
2021-04-22,Magicicada septendecula,Wheaton Regional Park,Silver Spring,MD,research
2021-04-22,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-22,Magicicada septendecula,Wheaton Regional Park,Silver Spring,MD,research
2021-04-22,Magicicada septendecim,Bryan Park,Bloomington,IN,research
2021-04-22,Magicicada septendecim,Gulf Branch Nature Center & Park,Arlington,VA,research
2021-04-22,Magicicada septendecim,Gulf Branch Nature Center & Park,Arlington,VA,research
2021-04-22,Magicicada septendecula,Gulf Branch Nature Center & Park,Arlington,VA,research
2021-04-22,Magicicada cassinii,College Hill,Cincinnati,OH,needs_id
2021-04-22,Magicicada septendecim,Mercy McAuley High School,Cincinnati,OH,needs_id
2021-04-22,Magicicada septendecim,Poplar Level,Louisville,KY,research
2021-04-22,Magicicada septendecim,Anne Ave,Essex,MD,research
2021-04-22,Magicicada,Chesapeake and Ohio Canal Towpath,Potomac,MD,research
2021-04-22,Magicicada cassinii,E Jefferson St,Franklin,IN,research
2021-04-22,Magicicada,Sligo Creek Park,Silver Spring,MD,research
2021-04-22,Magicicada,Dewitt Dr,Silver Spring,MD,research
2021-04-22,Magicicada septendecim,Berwick Rd,Towson,MD,research
2021-04-22,Magicicada septendecim,Takoma,Washington,DC,research
2021-04-22,Magicicada septendecim,Takoma,Washington,DC,research
2021-04-22,Magicicada septendecula,Rock Creek Park,Washington,DC,research
2021-04-22,Magicicada septendecim,Druid Hill Park,Baltimore,MD,research
2021-04-22,Magicicada septendecim,Wheaton,Silver Spring,MD,research
2021-04-22,Magicicada cassinii,Wheaton,Silver Spring,MD,research
2021-04-22,Magicicada,Wheaton,Silver Spring,MD,research
2021-04-22,Magicicada septendecim,Alexandria West,Alexandria,VA,research
2021-04-22,Magicicada septendecim,Hueston Woods State Park,College Corner,OH,research
2021-04-22,Magicicada septendecim,Shawnee State Park,West Portsmouth,OH,research
2021-04-22,Magicicada septendecim,Glos Dr,Oxford,OH,research
2021-04-22,Magicicada cassinii,S Rural St,Indianapolis,IN,research
2021-04-22,Magicicada septendecula,Government Center Pkwy,Fairfax,VA,research
2021-04-22,Magicicada septendecim,Holmes Ave,Fort Thomas,KY,research
2021-04-22,Magicicada cassinii,Burns Ave,Wyoming,OH,research
2021-04-22,Magicicada septendecim,Westfield,Baltimore,MD,research
2021-04-22,Magicicada septendecim,Westfield,Baltimore,MD,research
2021-04-22,Magicicada septendecim,Linnean Ave NW,Washington,DC,research
2021-04-22,Magicicada septendecim,Rectortown Rd,Marshall,VA,research
2021-04-22,Magicicada cassinii,Falls Reach Dr,Falls Church,VA,research
2021-04-22,Magicicada septendecula,Creekwood Ct,Indianapolis,IN,research
2021-04-22,Magicicada septendecim,Lymington Ct,Louisville,KY,research
2021-04-22,Magicicada septendecim,Lymington Ct,Louisville,KY,research
2021-04-22,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-22,Magicicada,Rock Creek Regional Park,Derwood,MD,research
2021-04-22,Magicicada septendecim,World War II Memorial,Washington,DC,research
2021-04-22,Magicicada,Marbea Dr,Loveland,OH,research
2021-04-22,Magicicada,Cherokee-Seneca,Louisville,KY,research
2021-04-22,Magicicada cassinii,Roosevelt St,Bethesda,MD,research
2021-04-22,Magicicada cassinii,San Jose Dr,Reston,VA,research
2021-04-22,Magicicada septendecim,Aunt Molly Rd,Hopewell,NJ,research
2021-04-22,Magicicada septendecim,Greenspring Way,Owings Mills,MD,research
2021-04-22,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-22,Magicicada septendecula,Rock Creek Park,Washington,DC,research
2021-04-22,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-22,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-22,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-22,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-22,Magicicada septendecula,Rock Creek Park,Washington,DC,research
2021-04-22,Magicicada cassinii,Rock Creek Park,Washington,DC,research
